=== environment-table14.xlsx ===
Cell A1 | value='June 2008 Agricultural and Horticultural Survey - England' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell AN28 | value='-' | fill=52 | rows=[27] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO28 | value='21.516' | fill=52 | rows=[27] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP28 | value='26.931' | fill=52 | rows=[27] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ28 | value='25.1673173452315' | fill=52 | rows=[27] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR28 | value='#' | fill=52 | rows=[27] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS28 | value='#' | fill=52 | rows=[27] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT28 | value='-' | fill=52 | rows=[27] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU28 | value='#' | fill=52 | rows=[27] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV28 | value='#' | fill=52 | rows=[27] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW28 | value='-' | fill=52 | rows=[27] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX28 | value='3073.995' | fill=52 | rows=[27] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY28 | value='3465.906' | fill=52 | rows=[27] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ28 | value='12.7492399955107' | fill=52 | rows=[27] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA28 | value='153.746' | fill=52 | rows=[27] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB28 | value='180.985' | fill=52 | rows=[27] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC28 | value='17.716883691283' | fill=52 | rows=[27] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD28 | value='26.336' | fill=52 | rows=[27] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE28 | value='35.493' | fill=52 | rows=[27] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF28 | value='34.7698967193196' | fill=52 | rows=[27] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG28 | value='#' | fill=52 | rows=[27] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH28 | value='502.644' | fill=52 | rows=[27] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI28 | value='-' | fill=52 | rows=[27] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ28 | value='#' | fill=52 | rows=[27] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK28 | value='282.559' | fill=52 | rows=[27] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL28 | value='-' | fill=52 | rows=[27] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM28 | value='3648.095' | fill=52 | rows=[27] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN28 | value='4467.587' | fill=52 | rows=[27] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO28 | value='22.463559748307' | fill=52 | rows=[27] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell A29 | value='LIVERPOOL' | fill=00000000 | rows=[28] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B29 | value='#' | fill=46 | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C29 | value='#' | fill=46 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='-' | fill=46 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='0' | fill=46 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='0' | fill=46 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='-' | fill=46 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='#' | fill=46 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='#' | fill=46 | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='-' | fill=46 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K29 | value='#' | fill=46 | rows=[28] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L29 | value='#' | fill=46 | rows=[28] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M29 | value='-' | fill=46 | rows=[28] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N29 | value='#' | fill=46 | rows=[28] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O29 | value='#' | fill=46 | rows=[28] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P29 | value='-' | fill=46 | rows=[28] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q29 | value='#' | fill=46 | rows=[28] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R29 | value='#' | fill=46 | rows=[28] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S29 | value='-' | fill=46 | rows=[28] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T29 | value='#' | fill=46 | rows=[28] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U29 | value='#' | fill=46 | rows=[28] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V29 | value='-' | fill=46 | rows=[28] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W29 | value='#' | fill=46 | rows=[28] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X29 | value='#' | fill=46 | rows=[28] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y29 | value='-' | fill=46 | rows=[28] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z29 | value='0' | fill=52 | rows=[28] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA29 | value='0' | fill=52 | rows=[28] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB29 | value='-' | fill=52 | rows=[28] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC29 | value='#' | fill=52 | rows=[28] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD29 | value='#' | fill=52 | rows=[28] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE29 | value='-' | fill=52 | rows=[28] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF29 | value='#' | fill=52 | rows=[28] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG29 | value='#' | fill=52 | rows=[28] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH29 | value='-' | fill=52 | rows=[28] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI29 | value='0' | fill=52 | rows=[28] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ29 | value='0' | fill=52 | rows=[28] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK29 | value='-' | fill=52 | rows=[28] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL29 | value='0' | fill=52 | rows=[28] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM29 | value='0' | fill=52 | rows=[28] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN29 | value='-' | fill=52 | rows=[28] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO29 | value='#' | fill=52 | rows=[28] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP29 | value='#' | fill=52 | rows=[28] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ29 | value='-' | fill=52 | rows=[28] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR29 | value='#' | fill=52 | rows=[28] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS29 | value='#' | fill=52 | rows=[28] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT29 | value='-' | fill=52 | rows=[28] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU29 | value='0' | fill=52 | rows=[28] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV29 | value='0' | fill=52 | rows=[28] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW29 | value='-' | fill=52 | rows=[28] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX29 | value='#' | fill=52 | rows=[28] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY29 | value='#' | fill=52 | rows=[28] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ29 | value='-' | fill=52 | rows=[28] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA29 | value='#' | fill=52 | rows=[28] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB29 | value='#' | fill=52 | rows=[28] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC29 | value='-' | fill=52 | rows=[28] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD29 | value='#' | fill=52 | rows=[28] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE29 | value='#' | fill=52 | rows=[28] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF29 | value='-' | fill=52 | rows=[28] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG29 | value='#' | fill=52 | rows=[28] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH29 | value='#' | fill=52 | rows=[28] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI29 | value='-' | fill=52 | rows=[28] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ29 | value='0' | fill=52 | rows=[28] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK29 | value='0' | fill=52 | rows=[28] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL29 | value='-' | fill=52 | rows=[28] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM29 | value='#' | fill=52 | rows=[28] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN29 | value='#' | fill=52 | rows=[28] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO29 | value='-' | fill=52 | rows=[28] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell A30 | value='SEFTON' | fill=00000000 | rows=[29] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B30 | value='#' | fill=46 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C30 | value='#' | fill=46 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D30 | value='-' | fill=46 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E30 | value='#' | fill=46 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F30 | value='#' | fill=46 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G30 | value='-' | fill=46 | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H30 | value='#' | fill=46 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I30 | value='#' | fill=46 | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J30 | value='-' | fill=46 | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K30 | value='#' | fill=46 | rows=[29] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L30 | value='#' | fill=46 | rows=[29] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M30 | value='-' | fill=46 | rows=[29] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N30 | value='#' | fill=46 | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O30 | value='#' | fill=46 | rows=[29] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P30 | value='-' | fill=46 | rows=[29] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q30 | value='#' | fill=46 | rows=[29] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R30 | value='#' | fill=46 | rows=[29] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S30 | value='-' | fill=46 | rows=[29] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T30 | value='#' | fill=46 | rows=[29] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U30 | value='#' | fill=46 | rows=[29] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V30 | value='-' | fill=46 | rows=[29] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W30 | value='#' | fill=46 | rows=[29] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X30 | value='#' | fill=46 | rows=[29] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y30 | value='-' | fill=46 | rows=[29] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z30 | value='#' | fill=52 | rows=[29] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA30 | value='#' | fill=52 | rows=[29] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB30 | value='-' | fill=52 | rows=[29] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC30 | value='#' | fill=52 | rows=[29] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD30 | value='#' | fill=52 | rows=[29] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE30 | value='-' | fill=52 | rows=[29] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF30 | value='#' | fill=52 | rows=[29] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG30 | value='#' | fill=52 | rows=[29] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH30 | value='-' | fill=52 | rows=[29] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI30 | value='0' | fill=52 | rows=[29] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ30 | value='0' | fill=52 | rows=[29] | cols=[35] | col_header=False | row_header=False | metadata=False
