=== economy-table30.xlsx ===
Cell A1 | value='Column1' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell E203 | value='92594' | fill=00000000 | rows=[202] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A204 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[203] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B204 | value='19964' | fill=00000000 | rows=[203] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E204 | value='19964' | fill=00000000 | rows=[203] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A205 | value='Way Finders Brands Limited' | fill=FFAAAAAA | rows=[204] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B205 | value='84302' | fill=00000000 | rows=[204] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E205 | value='84302' | fill=00000000 | rows=[204] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A206 | value='India' | fill=FFAAAAAA | rows=[205] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B206 | value='84302' | fill=00000000 | rows=[205] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E206 | value='84302' | fill=00000000 | rows=[205] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A207 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[206] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B207 | value='84302' | fill=00000000 | rows=[206] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E207 | value='84302' | fill=00000000 | rows=[206] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A208 | value='Z Shoes' | fill=FFAAAAAA | rows=[207] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B208 | value='57615.04' | fill=00000000 | rows=[207] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E208 | value='57615.04' | fill=00000000 | rows=[207] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A209 | value='India' | fill=FFAAAAAA | rows=[208] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B209 | value='57615.04' | fill=00000000 | rows=[208] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E209 | value='57615.04' | fill=00000000 | rows=[208] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A210 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[209] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B210 | value='57615.04' | fill=00000000 | rows=[209] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E210 | value='57615.04' | fill=00000000 | rows=[209] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A211 | value='Zee Footwears Private Limited' | fill=FFAAAAAA | rows=[210] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B211 | value='383876' | fill=00000000 | rows=[210] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E211 | value='383876' | fill=00000000 | rows=[210] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A212 | value='India' | fill=FFAAAAAA | rows=[211] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B212 | value='383876' | fill=00000000 | rows=[211] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E212 | value='383876' | fill=00000000 | rows=[211] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A213 | value='Die Cut' | fill=FFAAAAAA | rows=[212] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B213 | value='383876' | fill=00000000 | rows=[212] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E213 | value='383876' | fill=00000000 | rows=[212] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A214 | value='Customer Service' | fill=FFAAAAAA | rows=[213] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C214 | value='238298' | fill=00000000 | rows=[213] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E214 | value='238298' | fill=00000000 | rows=[213] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A215 | value='N.M.Hashim & Co' | fill=FFAAAAAA | rows=[214] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C215 | value='238298' | fill=00000000 | rows=[214] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E215 | value='238298' | fill=00000000 | rows=[214] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A216 | value='India' | fill=FFAAAAAA | rows=[215] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C216 | value='238298' | fill=00000000 | rows=[215] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E216 | value='238298' | fill=00000000 | rows=[215] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A217 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[216] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C217 | value='238298' | fill=00000000 | rows=[216] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E217 | value='238298' | fill=00000000 | rows=[216] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A218 | value='Sales Team North' | fill=FFAAAAAA | rows=[217] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D218 | value='3373029.2' | fill=00000000 | rows=[217] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E218 | value='3373029.2' | fill=00000000 | rows=[217] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A219 | value='Alpine Shoes Private Limited' | fill=FFAAAAAA | rows=[218] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D219 | value='1270714.5' | fill=00000000 | rows=[218] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E219 | value='1270714.5' | fill=00000000 | rows=[218] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A220 | value='India' | fill=FFAAAAAA | rows=[219] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D220 | value='1270714.5' | fill=00000000 | rows=[219] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E220 | value='1270714.5' | fill=00000000 | rows=[219] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A221 | value='Die Cut' | fill=FFAAAAAA | rows=[220] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D221 | value='1143905' | fill=00000000 | rows=[220] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E221 | value='1143905' | fill=00000000 | rows=[220] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A222 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[221] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D222 | value='126809.5' | fill=00000000 | rows=[221] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E222 | value='126809.5' | fill=00000000 | rows=[221] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A223 | value='Diamond Footcare Udyog Private Limited' | fill=FFAAAAAA | rows=[222] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D223 | value='168604' | fill=00000000 | rows=[222] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E223 | value='168604' | fill=00000000 | rows=[222] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A224 | value='India' | fill=FFAAAAAA | rows=[223] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D224 | value='168604' | fill=00000000 | rows=[223] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E224 | value='168604' | fill=00000000 | rows=[223] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A225 | value='Covered Flat Sheet' | fill=FFAAAAAA | rows=[224] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D225 | value='168604' | fill=00000000 | rows=[224] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E225 | value='168604' | fill=00000000 | rows=[224] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A226 | value='Euro Footwear Private Limited' | fill=FFAAAAAA | rows=[225] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D226 | value='327204.6' | fill=00000000 | rows=[225] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E226 | value='327204.6' | fill=00000000 | rows=[225] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A227 | value='India' | fill=FFAAAAAA | rows=[226] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D227 | value='327204.6' | fill=00000000 | rows=[226] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E227 | value='327204.6' | fill=00000000 | rows=[226] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A228 | value='DIECUT' | fill=FFAAAAAA | rows=[227] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D228 | value='327204.6' | fill=00000000 | rows=[227] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E228 | value='327204.6' | fill=00000000 | rows=[227] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A229 | value='Gsb Footwear Private Limited' | fill=FFAAAAAA | rows=[228] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D229 | value='273839' | fill=00000000 | rows=[228] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E229 | value='273839' | fill=00000000 | rows=[228] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A230 | value='India' | fill=FFAAAAAA | rows=[229] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D230 | value='273839' | fill=00000000 | rows=[229] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E230 | value='273839' | fill=00000000 | rows=[229] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A231 | value='Die Cut' | fill=FFAAAAAA | rows=[230] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D231 | value='273839' | fill=00000000 | rows=[230] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E231 | value='273839' | fill=00000000 | rows=[230] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A232 | value='K.F.Exports' | fill=FFAAAAAA | rows=[231] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D232 | value='19320' | fill=00000000 | rows=[231] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E232 | value='19320' | fill=00000000 | rows=[231] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A233 | value='India' | fill=FFAAAAAA | rows=[232] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D233 | value='19320' | fill=00000000 | rows=[232] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E233 | value='19320' | fill=00000000 | rows=[232] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A234 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[233] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D234 | value='19320' | fill=00000000 | rows=[233] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E234 | value='19320' | fill=00000000 | rows=[233] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A235 | value='KIWI ENTERPRISES PRIVATE LIMITED' | fill=FFAAAAAA | rows=[234] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D235 | value='240600' | fill=00000000 | rows=[234] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E235 | value='240600' | fill=00000000 | rows=[234] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A236 | value='India' | fill=FFAAAAAA | rows=[235] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D236 | value='240600' | fill=00000000 | rows=[235] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E236 | value='240600' | fill=00000000 | rows=[235] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A237 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[236] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D237 | value='240600' | fill=00000000 | rows=[236] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E237 | value='240600' | fill=00000000 | rows=[236] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A238 | value='Karam Udyog' | fill=FFAAAAAA | rows=[237] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D238 | value='116880' | fill=00000000 | rows=[237] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E238 | value='116880' | fill=00000000 | rows=[237] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A239 | value='India' | fill=FFAAAAAA | rows=[238] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D239 | value='116880' | fill=00000000 | rows=[238] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E239 | value='116880' | fill=00000000 | rows=[238] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A240 | value='Uncovered Flat Sheet' | fill=FFAAAAAA | rows=[239] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D240 | value='116880' | fill=00000000 | rows=[239] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E240 | value='116880' | fill=00000000 | rows=[239] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell A241 | value='Mochiko Shoes Private Limited1' | fill=FFAAAAAA | rows=[240] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D241 | value='566435.1' | fill=00000000 | rows=[240] | cols=[3] | col_header=False | row_header=False | metadata=False
