=== education-table13.xlsx ===
Cell A1 | value='Community Learning Participation by Narrow Age Band, Gender, Learners with Learning Difficulties and/ or Disabilities and Ethnicity (2015/16 to 2018/19)' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell T23 | value='16420' | fill=00000000 | rows=[22] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U23 | value='0.315' | fill=00000000 | rows=[22] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V23 | value='15720' | fill=00000000 | rows=[22] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W23 | value='0.332' | fill=00000000 | rows=[22] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X23 | value='14860' | fill=00000000 | rows=[22] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y23 | value='0.344' | fill=00000000 | rows=[22] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z23 | value='14980' | fill=00000000 | rows=[22] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA23 | value='0.347' | fill=00000000 | rows=[22] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB23 | value='4280' | fill=00000000 | rows=[22] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC23 | value='0.111' | fill=00000000 | rows=[22] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD23 | value='3240' | fill=00000000 | rows=[22] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE23 | value='0.103' | fill=00000000 | rows=[22] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF23 | value='2970' | fill=00000000 | rows=[22] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG23 | value='0.109' | fill=00000000 | rows=[22] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH23 | value='2940' | fill=00000000 | rows=[22] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI23 | value='0.119' | fill=00000000 | rows=[22] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ23 | value='5510' | fill=00000000 | rows=[22] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK23 | value='0.1' | fill=00000000 | rows=[22] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL23 | value='5960' | fill=00000000 | rows=[22] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM23 | value='0.12' | fill=00000000 | rows=[22] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN23 | value='5670' | fill=00000000 | rows=[22] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO23 | value='0.128' | fill=00000000 | rows=[22] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP23 | value='5440' | fill=00000000 | rows=[22] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ23 | value='0.124' | fill=00000000 | rows=[22] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell A24 | value='and/ or Disabilities' | fill=00000000 | rows=[23] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell C24 | value='No Learning Difficulty/Disability' | fill=00000000 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D24 | value='427160' | fill=00000000 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E24 | value='0.8' | fill=00000000 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F24 | value='397060' | fill=00000000 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G24 | value='0.786' | fill=00000000 | rows=[23] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H24 | value='371630' | fill=00000000 | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I24 | value='0.78' | fill=00000000 | rows=[23] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J24 | value='362550' | fill=00000000 | rows=[23] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K24 | value='0.782' | fill=00000000 | rows=[23] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L24 | value='321850' | fill=00000000 | rows=[23] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M24 | value='0.79' | fill=00000000 | rows=[23] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N24 | value='305340' | fill=00000000 | rows=[23] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O24 | value='0.778' | fill=00000000 | rows=[23] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P24 | value='290240' | fill=00000000 | rows=[23] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q24 | value='0.774' | fill=00000000 | rows=[23] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R24 | value='284130' | fill=00000000 | rows=[23] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S24 | value='0.778' | fill=00000000 | rows=[23] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T24 | value='35790' | fill=00000000 | rows=[23] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U24 | value='0.685' | fill=00000000 | rows=[23] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V24 | value='31600' | fill=00000000 | rows=[23] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W24 | value='0.668' | fill=00000000 | rows=[23] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X24 | value='28330' | fill=00000000 | rows=[23] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y24 | value='0.656' | fill=00000000 | rows=[23] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z24 | value='28210' | fill=00000000 | rows=[23] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA24 | value='0.653' | fill=00000000 | rows=[23] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB24 | value='34260' | fill=00000000 | rows=[23] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC24 | value='0.889' | fill=00000000 | rows=[23] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD24 | value='28200' | fill=00000000 | rows=[23] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE24 | value='0.897' | fill=00000000 | rows=[23] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF24 | value='24280' | fill=00000000 | rows=[23] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG24 | value='0.891' | fill=00000000 | rows=[23] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH24 | value='21740' | fill=00000000 | rows=[23] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI24 | value='0.881' | fill=00000000 | rows=[23] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ24 | value='49490' | fill=00000000 | rows=[23] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK24 | value='0.9' | fill=00000000 | rows=[23] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL24 | value='43610' | fill=00000000 | rows=[23] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM24 | value='0.88' | fill=00000000 | rows=[23] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN24 | value='38770' | fill=00000000 | rows=[23] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO24 | value='0.872' | fill=00000000 | rows=[23] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP24 | value='38440' | fill=00000000 | rows=[23] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ24 | value='0.876' | fill=00000000 | rows=[23] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C25 | value='Not Known' | fill=00000000 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D25 | value='36400' | fill=00000000 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E25 | value='-' | fill=00000000 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F25 | value='30600' | fill=00000000 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G25 | value='-' | fill=00000000 | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H25 | value='25740' | fill=00000000 | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I25 | value='-' | fill=00000000 | rows=[24] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J25 | value='26950' | fill=00000000 | rows=[24] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K25 | value='-' | fill=00000000 | rows=[24] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L25 | value='25390' | fill=00000000 | rows=[24] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M25 | value='-' | fill=00000000 | rows=[24] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N25 | value='22210' | fill=00000000 | rows=[24] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O25 | value='-' | fill=00000000 | rows=[24] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P25 | value='19270' | fill=00000000 | rows=[24] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q25 | value='-' | fill=00000000 | rows=[24] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R25 | value='20310' | fill=00000000 | rows=[24] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S25 | value='-' | fill=00000000 | rows=[24] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T25 | value='5070' | fill=00000000 | rows=[24] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U25 | value='-' | fill=00000000 | rows=[24] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V25 | value='2860' | fill=00000000 | rows=[24] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W25 | value='-' | fill=00000000 | rows=[24] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X25 | value='1960' | fill=00000000 | rows=[24] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y25 | value='-' | fill=00000000 | rows=[24] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z25 | value='2300' | fill=00000000 | rows=[24] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA25 | value='-' | fill=00000000 | rows=[24] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB25 | value='2610' | fill=00000000 | rows=[24] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC25 | value='-' | fill=00000000 | rows=[24] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD25 | value='2190' | fill=00000000 | rows=[24] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE25 | value='-' | fill=00000000 | rows=[24] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF25 | value='1930' | fill=00000000 | rows=[24] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG25 | value='-' | fill=00000000 | rows=[24] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH25 | value='1830' | fill=00000000 | rows=[24] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI25 | value='-' | fill=00000000 | rows=[24] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ25 | value='4540' | fill=00000000 | rows=[24] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK25 | value='-' | fill=00000000 | rows=[24] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL25 | value='3980' | fill=00000000 | rows=[24] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM25 | value='-' | fill=00000000 | rows=[24] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN25 | value='3160' | fill=00000000 | rows=[24] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO25 | value='-' | fill=00000000 | rows=[24] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP25 | value='3070' | fill=00000000 | rows=[24] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ25 | value='-' | fill=00000000 | rows=[24] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C26 | value='Total' | fill=00000000 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='570600' | fill=00000000 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='1' | fill=00000000 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='535800' | fill=00000000 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='1' | fill=00000000 | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='502100' | fill=00000000 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='1' | fill=00000000 | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='490300' | fill=00000000 | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K26 | value='1' | fill=00000000 | rows=[25] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L26 | value='432700' | fill=00000000 | rows=[25] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M26 | value='1' | fill=00000000 | rows=[25] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N26 | value='414600' | fill=00000000 | rows=[25] | cols=[13] | col_header=False | row_header=False | metadata=False
