=== economy-table29.xlsx ===
Cell B1 | value='Fossil Fuel Support - China' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell Q113 | value='..' | fill=00000000 | rows=[112] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R113 | value='..' | fill=00000000 | rows=[112] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S113 | value='..' | fill=00000000 | rows=[112] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T113 | value='..' | fill=00000000 | rows=[112] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U113 | value='..' | fill=00000000 | rows=[112] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B114 | value='Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade' | fill=FFE2F2FB | rows=[113] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C114 | value='Total' | fill=FFE2F2FB | rows=[113] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B115 | value='Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade' | fill=FFE2F2FB | rows=[114] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C115 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[114] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B116 | value='Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade' | fill=FFE2F2FB | rows=[115] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C116 | value='·  ·  General Services Support Estimate' | fill=FFE2F2FB | rows=[115] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D116 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[115] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E116 | value='Petroleum' | fill=FFE2F2FB | rows=[115] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B117 | value='Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade' | fill=FFE2F2FB | rows=[116] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C117 | value='·  ·  General Services Support Estimate' | fill=FFE2F2FB | rows=[116] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D117 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[116] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E117 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[116] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F117 | value='Total economy' | fill=FFE2F2FB | rows=[116] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B118 | value='Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade' | fill=FFE2F2FB | rows=[117] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C118 | value='·  ·  General Services Support Estimate' | fill=FFE2F2FB | rows=[117] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D118 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[117] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E118 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[117] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F118 | value='·  General government' | fill=FFE2F2FB | rows=[117] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B119 | value='Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade' | fill=FFE2F2FB | rows=[118] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C119 | value='·  ·  General Services Support Estimate' | fill=FFE2F2FB | rows=[118] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D119 | value='Refining or processing stage' | fill=FFE2F2FB | rows=[118] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E119 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[118] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F119 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[118] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H119 | value='..' | fill=00000000 | rows=[118] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I119 | value='..' | fill=00000000 | rows=[118] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J119 | value='..' | fill=00000000 | rows=[118] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K119 | value='..' | fill=00000000 | rows=[118] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L119 | value='..' | fill=00000000 | rows=[118] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M119 | value='..' | fill=00000000 | rows=[118] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N119 | value='..' | fill=00000000 | rows=[118] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O119 | value='..' | fill=00000000 | rows=[118] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P119 | value='..' | fill=00000000 | rows=[118] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q119 | value='..' | fill=00000000 | rows=[118] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R119 | value='..' | fill=00000000 | rows=[118] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S119 | value='..' | fill=00000000 | rows=[118] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T119 | value='..' | fill=00000000 | rows=[118] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U119 | value='..' | fill=00000000 | rows=[118] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B120 | value='Notice on Printing and Distributing the "Catalogue of VAT Preferential Catalogue of Products and Services for Comprehensive Utilization of Resources"' | fill=FFE2F2FB | rows=[119] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C120 | value='Total' | fill=FFE2F2FB | rows=[119] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B121 | value='Notice on Printing and Distributing the "Catalogue of VAT Preferential Catalogue of Products and Services for Comprehensive Utilization of Resources"' | fill=FFE2F2FB | rows=[120] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C121 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[120] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B122 | value='Notice on Printing and Distributing the "Catalogue of VAT Preferential Catalogue of Products and Services for Comprehensive Utilization of Resources"' | fill=FFE2F2FB | rows=[121] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C122 | value='·  ·  General Services Support Estimate' | fill=FFE2F2FB | rows=[121] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D122 | value='Transportation of fossil fuels (e.g., through pipelines) and bulk storage' | fill=FFE2F2FB | rows=[121] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E122 | value='Petroleum' | fill=FFE2F2FB | rows=[121] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B123 | value='Notice on Printing and Distributing the "Catalogue of VAT Preferential Catalogue of Products and Services for Comprehensive Utilization of Resources"' | fill=FFE2F2FB | rows=[122] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C123 | value='·  ·  General Services Support Estimate' | fill=FFE2F2FB | rows=[122] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D123 | value='Transportation of fossil fuels (e.g., through pipelines) and bulk storage' | fill=FFE2F2FB | rows=[122] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E123 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[122] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F123 | value='Total economy' | fill=FFE2F2FB | rows=[122] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B124 | value='Notice on Printing and Distributing the "Catalogue of VAT Preferential Catalogue of Products and Services for Comprehensive Utilization of Resources"' | fill=FFE2F2FB | rows=[123] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C124 | value='·  ·  General Services Support Estimate' | fill=FFE2F2FB | rows=[123] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D124 | value='Transportation of fossil fuels (e.g., through pipelines) and bulk storage' | fill=FFE2F2FB | rows=[123] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E124 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[123] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F124 | value='·  General government' | fill=FFE2F2FB | rows=[123] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B125 | value='Notice on Printing and Distributing the "Catalogue of VAT Preferential Catalogue of Products and Services for Comprehensive Utilization of Resources"' | fill=FFE2F2FB | rows=[124] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C125 | value='·  ·  General Services Support Estimate' | fill=FFE2F2FB | rows=[124] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D125 | value='Transportation of fossil fuels (e.g., through pipelines) and bulk storage' | fill=FFE2F2FB | rows=[124] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E125 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[124] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F125 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[124] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H125 | value='..' | fill=00000000 | rows=[124] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I125 | value='..' | fill=00000000 | rows=[124] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J125 | value='..' | fill=00000000 | rows=[124] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K125 | value='..' | fill=00000000 | rows=[124] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L125 | value='..' | fill=00000000 | rows=[124] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M125 | value='..' | fill=00000000 | rows=[124] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N125 | value='..' | fill=00000000 | rows=[124] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O125 | value='..' | fill=00000000 | rows=[124] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P125 | value='..' | fill=00000000 | rows=[124] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q125 | value='..' | fill=00000000 | rows=[124] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R125 | value='..' | fill=00000000 | rows=[124] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S125 | value='..' | fill=00000000 | rows=[124] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T125 | value='..' | fill=00000000 | rows=[124] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U125 | value='..' | fill=00000000 | rows=[124] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B126 | value='Notice on the exemption of import tax on imported petroleum (natural gas) imported materials from China's oceans during the ‘Thirteenth Five-Year Plan’ Period' | fill=FFE2F2FB | rows=[125] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C126 | value='Total' | fill=FFE2F2FB | rows=[125] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B127 | value='Notice on the exemption of import tax on imported petroleum (natural gas) imported materials from China's oceans during the ‘Thirteenth Five-Year Plan’ Period' | fill=FFE2F2FB | rows=[126] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C127 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[126] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B128 | value='Notice on the exemption of import tax on imported petroleum (natural gas) imported materials from China's oceans during the ‘Thirteenth Five-Year Plan’ Period' | fill=FFE2F2FB | rows=[127] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C128 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[127] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D128 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[127] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E128 | value='Petroleum' | fill=FFE2F2FB | rows=[127] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B129 | value='Notice on the exemption of import tax on imported petroleum (natural gas) imported materials from China's oceans during the ‘Thirteenth Five-Year Plan’ Period' | fill=FFE2F2FB | rows=[128] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C129 | value='·  ·  Producer Support Estimate' | fill=FFE2F2FB | rows=[128] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D129 | value='Extraction or mining stage' | fill=FFE2F2FB | rows=[128] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E129 | value='·  Crude Oil' | fill=FFE2F2FB | rows=[128] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F129 | value='Total economy' | fill=FFE2F2FB | rows=[128] | cols=[5] | col_header=False | row_header=False | metadata=False
