=== food-table11.xlsx ===
Cell A1 | value='Per capita sales of food for all purchasers with taxes and tips, by State' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell D400 | value='1862.89' | fill=00000000 | rows=[399] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E400 | value='3923.42' | fill=00000000 | rows=[399] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F400 | value='1036.65' | fill=00000000 | rows=[399] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G400 | value='888.2' | fill=00000000 | rows=[399] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H400 | value='1924.85' | fill=00000000 | rows=[399] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A401 | value='2015' | fill=00000000 | rows=[400] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B401 | value='Indiana' | fill=00000000 | rows=[400] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C401 | value='2088.06' | fill=00000000 | rows=[400] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D401 | value='2012.42' | fill=00000000 | rows=[400] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E401 | value='4100.48' | fill=00000000 | rows=[400] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F401 | value='1044.73' | fill=00000000 | rows=[400] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G401 | value='931.05' | fill=00000000 | rows=[400] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H401 | value='1975.78' | fill=00000000 | rows=[400] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A402 | value='2016' | fill=00000000 | rows=[401] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B402 | value='Indiana' | fill=00000000 | rows=[401] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C402 | value='2128.09' | fill=00000000 | rows=[401] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D402 | value='2112.51' | fill=00000000 | rows=[401] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E402 | value='4240.6' | fill=00000000 | rows=[401] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F402 | value='1079.11' | fill=00000000 | rows=[401] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G402 | value='952.98' | fill=00000000 | rows=[401] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H402 | value='2032.08' | fill=00000000 | rows=[401] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A403 | value='2017' | fill=00000000 | rows=[402] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B403 | value='Indiana' | fill=00000000 | rows=[402] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C403 | value='2224.91' | fill=00000000 | rows=[402] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D403 | value='2205.94' | fill=00000000 | rows=[402] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E403 | value='4430.85' | fill=00000000 | rows=[402] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F403 | value='1132.24' | fill=00000000 | rows=[402] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G403 | value='978.77' | fill=00000000 | rows=[402] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H403 | value='2111.01' | fill=00000000 | rows=[402] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A404 | value='2018' | fill=00000000 | rows=[403] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B404 | value='Indiana' | fill=00000000 | rows=[403] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C404 | value='2253.13' | fill=00000000 | rows=[403] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D404 | value='2277.72' | fill=00000000 | rows=[403] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E404 | value='4530.85' | fill=00000000 | rows=[403] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F404 | value='1146.27' | fill=00000000 | rows=[403] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G404 | value='987.02' | fill=00000000 | rows=[403] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H404 | value='2133.29' | fill=00000000 | rows=[403] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A405 | value='2019' | fill=00000000 | rows=[404] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B405 | value='Indiana' | fill=00000000 | rows=[404] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C405 | value='2283.93' | fill=00000000 | rows=[404] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D405 | value='2364.76' | fill=00000000 | rows=[404] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E405 | value='4648.69' | fill=00000000 | rows=[404] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F405 | value='1156.24' | fill=00000000 | rows=[404] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G405 | value='998.07' | fill=00000000 | rows=[404] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H405 | value='2154.31' | fill=00000000 | rows=[404] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A406 | value='2020' | fill=00000000 | rows=[405] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B406 | value='Indiana' | fill=00000000 | rows=[405] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C406 | value='2364.2' | fill=00000000 | rows=[405] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D406 | value='2152.27' | fill=00000000 | rows=[405] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E406 | value='4516.48' | fill=00000000 | rows=[405] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F406 | value='1163.3' | fill=00000000 | rows=[405] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G406 | value='885.83' | fill=00000000 | rows=[405] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H406 | value='2049.12' | fill=00000000 | rows=[405] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A407 | value='2021' | fill=00000000 | rows=[406] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B407 | value='Indiana' | fill=00000000 | rows=[406] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C407 | value='2497.94' | fill=00000000 | rows=[406] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D407 | value='2676.13' | fill=00000000 | rows=[406] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E407 | value='5174.06' | fill=00000000 | rows=[406] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F407 | value='1188.35' | fill=00000000 | rows=[406] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G407 | value='1048.12' | fill=00000000 | rows=[406] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H407 | value='2236.46' | fill=00000000 | rows=[406] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A408 | value='2022' | fill=00000000 | rows=[407] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B408 | value='Indiana' | fill=00000000 | rows=[407] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C408 | value='2644.77' | fill=00000000 | rows=[407] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D408 | value='2947.29' | fill=00000000 | rows=[407] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E408 | value='5592.06' | fill=00000000 | rows=[407] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F408 | value='1114.87' | fill=00000000 | rows=[407] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G408 | value='1061.6' | fill=00000000 | rows=[407] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H408 | value='2176.47' | fill=00000000 | rows=[407] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A409 | value='2023' | fill=00000000 | rows=[408] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B409 | value='Indiana' | fill=00000000 | rows=[408] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C409 | value='2699.73' | fill=00000000 | rows=[408] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D409 | value='3166.26' | fill=00000000 | rows=[408] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E409 | value='5865.99' | fill=00000000 | rows=[408] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F409 | value='1081.61' | fill=00000000 | rows=[408] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G409 | value='1067.74' | fill=00000000 | rows=[408] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H409 | value='2149.35' | fill=00000000 | rows=[408] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A410 | value='1997' | fill=00000000 | rows=[409] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B410 | value='Iowa' | fill=00000000 | rows=[409] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C410 | value='1471.69' | fill=00000000 | rows=[409] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D410 | value='862.09' | fill=00000000 | rows=[409] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E410 | value='2333.79' | fill=00000000 | rows=[409] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F410 | value='1100.66' | fill=00000000 | rows=[409] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G410 | value='657.44' | fill=00000000 | rows=[409] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H410 | value='1758.11' | fill=00000000 | rows=[409] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A411 | value='1998' | fill=00000000 | rows=[410] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B411 | value='Iowa' | fill=00000000 | rows=[410] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C411 | value='1515.72' | fill=00000000 | rows=[410] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D411 | value='901.97' | fill=00000000 | rows=[410] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E411 | value='2417.69' | fill=00000000 | rows=[410] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F411 | value='1113.33' | fill=00000000 | rows=[410] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G411 | value='670.5' | fill=00000000 | rows=[410] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H411 | value='1783.84' | fill=00000000 | rows=[410] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A412 | value='1999' | fill=00000000 | rows=[411] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B412 | value='Iowa' | fill=00000000 | rows=[411] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C412 | value='1578.58' | fill=00000000 | rows=[411] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D412 | value='931.68' | fill=00000000 | rows=[411] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E412 | value='2510.27' | fill=00000000 | rows=[411] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F412 | value='1135.59' | fill=00000000 | rows=[411] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G412 | value='675.56' | fill=00000000 | rows=[411] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H412 | value='1811.15' | fill=00000000 | rows=[411] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A413 | value='2000' | fill=00000000 | rows=[412] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B413 | value='Iowa' | fill=00000000 | rows=[412] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C413 | value='1575.31' | fill=00000000 | rows=[412] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D413 | value='953.74' | fill=00000000 | rows=[412] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E413 | value='2529.05' | fill=00000000 | rows=[412] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F413 | value='1107.62' | fill=00000000 | rows=[412] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G413 | value='672.53' | fill=00000000 | rows=[412] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H413 | value='1780.15' | fill=00000000 | rows=[412] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell A414 | value='2001' | fill=00000000 | rows=[413] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B414 | value='Iowa' | fill=00000000 | rows=[413] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C414 | value='1651.03' | fill=00000000 | rows=[413] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D414 | value='968.39' | fill=00000000 | rows=[413] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E414 | value='2619.42' | fill=00000000 | rows=[413] | cols=[4] | col_header=False | row_header=False | metadata=False
