=== economy-table26.xlsx ===
Cell B1 | value='Annual government non-financial accounts and key indicators (for 'Developer API')' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell I110 | value='68801' | fill=00000000 | rows=[109] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L110 | value='72085' | fill=00000000 | rows=[109] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O110 | value='72702' | fill=00000000 | rows=[109] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R110 | value='74157' | fill=00000000 | rows=[109] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B111 | value='·  ·  Employers' social contributions' | fill=FFE2F2FB | rows=[110] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F111 | value='34900' | fill=00000000 | rows=[110] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I111 | value='35020' | fill=00000000 | rows=[110] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L111 | value='36262' | fill=00000000 | rows=[110] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O111 | value='36193' | fill=00000000 | rows=[110] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R111 | value='36691' | fill=00000000 | rows=[110] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B112 | value='·  Other taxes on production' | fill=FFE2F2FB | rows=[111] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E112 | value='7691' | fill=00000000 | rows=[111] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F112 | value='5710' | fill=00000000 | rows=[111] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H112 | value='7460' | fill=00000000 | rows=[111] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I112 | value='5836' | fill=00000000 | rows=[111] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K112 | value='8144' | fill=00000000 | rows=[111] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L112 | value='6092' | fill=00000000 | rows=[111] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N112 | value='13593' | fill=00000000 | rows=[111] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O112 | value='6081' | fill=00000000 | rows=[111] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q112 | value='10547' | fill=00000000 | rows=[111] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R112 | value='5811' | fill=00000000 | rows=[111] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B113 | value='·  Other subsidies on production' | fill=FFE2F2FB | rows=[112] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E113 | value='0' | fill=00000000 | rows=[112] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F113 | value='15505' | fill=00000000 | rows=[112] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H113 | value='0' | fill=00000000 | rows=[112] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I113 | value='18378' | fill=00000000 | rows=[112] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K113 | value='0' | fill=00000000 | rows=[112] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L113 | value='17916' | fill=00000000 | rows=[112] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N113 | value='0' | fill=00000000 | rows=[112] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O113 | value='23599' | fill=00000000 | rows=[112] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q113 | value='0' | fill=00000000 | rows=[112] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R113 | value='16656' | fill=00000000 | rows=[112] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B114 | value='·  Operating surplus, net' | fill=FFE2F2FB | rows=[113] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D114 | value='146' | fill=00000000 | rows=[113] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G114 | value='130' | fill=00000000 | rows=[113] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell J114 | value='149' | fill=00000000 | rows=[113] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell M114 | value='87' | fill=00000000 | rows=[113] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell P114 | value='266' | fill=00000000 | rows=[113] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell B115 | value='Allocation of primary income account' | fill=FFE2F2FB | rows=[114] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B116 | value='·  Taxes on production and imports' | fill=FFE2F2FB | rows=[115] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E116 | value='209091' | fill=00000000 | rows=[115] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H116 | value='185474' | fill=00000000 | rows=[115] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K116 | value='211552' | fill=00000000 | rows=[115] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N116 | value='223779' | fill=00000000 | rows=[115] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q116 | value='232782' | fill=00000000 | rows=[115] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B117 | value='·  ·  Taxes on products' | fill=FFE2F2FB | rows=[116] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E117 | value='201400' | fill=00000000 | rows=[116] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H117 | value='178014' | fill=00000000 | rows=[116] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K117 | value='203408' | fill=00000000 | rows=[116] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N117 | value='210186' | fill=00000000 | rows=[116] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q117 | value='222235' | fill=00000000 | rows=[116] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B118 | value='·  ·  ·  Value added type taxes' | fill=FFE2F2FB | rows=[117] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E118 | value='111464' | fill=00000000 | rows=[117] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell H118 | value='99683' | fill=00000000 | rows=[117] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K118 | value='120980' | fill=00000000 | rows=[117] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N118 | value='138533' | fill=00000000 | rows=[117] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell Q118 | value='140005' | fill=00000000 | rows=[117] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell B119 | value='·  ·  Other taxes on production' | fill=FFE2F2FB | rows=[118] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E119 | value='7691' | fill=00000000 | rows=[118] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F119 | value='5710' | fill=00000000 | rows=[118] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H119 | value='7460' | fill=00000000 | rows=[118] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I119 | value='5836' | fill=00000000 | rows=[118] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K119 | value='8144' | fill=00000000 | rows=[118] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L119 | value='6092' | fill=00000000 | rows=[118] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N119 | value='13593' | fill=00000000 | rows=[118] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O119 | value='6081' | fill=00000000 | rows=[118] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q119 | value='10547' | fill=00000000 | rows=[118] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R119 | value='5811' | fill=00000000 | rows=[118] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B120 | value='·  Subsidies on production and imports' | fill=FFE2F2FB | rows=[119] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F120 | value='18183' | fill=00000000 | rows=[119] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I120 | value='21427' | fill=00000000 | rows=[119] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L120 | value='22367' | fill=00000000 | rows=[119] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O120 | value='30738' | fill=00000000 | rows=[119] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R120 | value='21818' | fill=00000000 | rows=[119] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B121 | value='·  ·  Subsidies on products' | fill=FFE2F2FB | rows=[120] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F121 | value='2678' | fill=00000000 | rows=[120] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I121 | value='3049' | fill=00000000 | rows=[120] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L121 | value='4451' | fill=00000000 | rows=[120] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O121 | value='7139' | fill=00000000 | rows=[120] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R121 | value='5162' | fill=00000000 | rows=[120] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B122 | value='·  ·  Other subsidies on production' | fill=FFE2F2FB | rows=[121] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E122 | value='0' | fill=00000000 | rows=[121] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F122 | value='15505' | fill=00000000 | rows=[121] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H122 | value='0' | fill=00000000 | rows=[121] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I122 | value='18378' | fill=00000000 | rows=[121] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K122 | value='0' | fill=00000000 | rows=[121] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L122 | value='17916' | fill=00000000 | rows=[121] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N122 | value='0' | fill=00000000 | rows=[121] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O122 | value='23599' | fill=00000000 | rows=[121] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell Q122 | value='0' | fill=00000000 | rows=[121] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R122 | value='16656' | fill=00000000 | rows=[121] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B123 | value='·  Property income, Total economy' | fill=FFE2F2FB | rows=[122] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B124 | value='·  ·  Property income, General government' | fill=FFE2F2FB | rows=[123] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B125 | value='·  ·  ·  Property income, Local government' | fill=FFE2F2FB | rows=[124] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F125 | value='22' | fill=00000000 | rows=[124] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I125 | value='25' | fill=00000000 | rows=[124] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L125 | value='46' | fill=00000000 | rows=[124] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O125 | value='106' | fill=00000000 | rows=[124] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R125 | value='28' | fill=00000000 | rows=[124] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B126 | value='·  ·  ·  Property income, Social security funds' | fill=FFE2F2FB | rows=[125] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F126 | value='263' | fill=00000000 | rows=[125] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell I126 | value='234' | fill=00000000 | rows=[125] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell L126 | value='340' | fill=00000000 | rows=[125] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell O126 | value='582' | fill=00000000 | rows=[125] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell R126 | value='231' | fill=00000000 | rows=[125] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B127 | value='·  Property income' | fill=FFE2F2FB | rows=[126] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E127 | value='13953' | fill=00000000 | rows=[126] | cols=[4] | col_header=False | row_header=False | metadata=False
