=== economy-table28.xlsx ===
Cell B1 | value='Fossil Fuel Support - Netherlands' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell K94 | value='..' | fill=00000000 | rows=[93] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L94 | value='..' | fill=00000000 | rows=[93] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M94 | value='..' | fill=00000000 | rows=[93] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N94 | value='..' | fill=00000000 | rows=[93] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O94 | value='..' | fill=00000000 | rows=[93] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P94 | value='..' | fill=00000000 | rows=[93] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q94 | value='..' | fill=00000000 | rows=[93] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R94 | value='..' | fill=00000000 | rows=[93] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S94 | value='..' | fill=00000000 | rows=[93] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T94 | value='..' | fill=00000000 | rows=[93] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U94 | value='..' | fill=00000000 | rows=[93] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B95 | value='Environmental tax deferral (coal tax)' | fill=FFE2F2FB | rows=[94] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C95 | value='Total' | fill=FFE2F2FB | rows=[94] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B96 | value='Environmental tax deferral (coal tax)' | fill=FFE2F2FB | rows=[95] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C96 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[95] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B97 | value='Environmental tax deferral (coal tax)' | fill=FFE2F2FB | rows=[96] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C97 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[96] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D97 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[96] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E97 | value='Coal' | fill=FFE2F2FB | rows=[96] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B98 | value='Environmental tax deferral (coal tax)' | fill=FFE2F2FB | rows=[97] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C98 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[97] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D98 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[97] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E98 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[97] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F98 | value='Total economy' | fill=FFE2F2FB | rows=[97] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B99 | value='Environmental tax deferral (coal tax)' | fill=FFE2F2FB | rows=[98] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C99 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[98] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D99 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[98] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E99 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[98] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F99 | value='·  General government' | fill=FFE2F2FB | rows=[98] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B100 | value='Environmental tax deferral (coal tax)' | fill=FFE2F2FB | rows=[99] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C100 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[99] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D100 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[99] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E100 | value='·  Other Bituminous Coal' | fill=FFE2F2FB | rows=[99] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F100 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[99] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H100 | value='..' | fill=00000000 | rows=[99] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I100 | value='..' | fill=00000000 | rows=[99] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J100 | value='..' | fill=00000000 | rows=[99] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K100 | value='..' | fill=00000000 | rows=[99] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L100 | value='..' | fill=00000000 | rows=[99] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M100 | value='..' | fill=00000000 | rows=[99] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N100 | value='..' | fill=00000000 | rows=[99] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O100 | value='..' | fill=00000000 | rows=[99] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P100 | value='..' | fill=00000000 | rows=[99] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q100 | value='..' | fill=00000000 | rows=[99] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R100 | value='..' | fill=00000000 | rows=[99] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S100 | value='..' | fill=00000000 | rows=[99] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T100 | value='..' | fill=00000000 | rows=[99] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U100 | value='..' | fill=00000000 | rows=[99] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B101 | value='Environmental tax deferral (energy tax)' | fill=FFE2F2FB | rows=[100] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C101 | value='Total' | fill=FFE2F2FB | rows=[100] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B102 | value='Environmental tax deferral (energy tax)' | fill=FFE2F2FB | rows=[101] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C102 | value='·  Beneficiary' | fill=FFE2F2FB | rows=[101] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B103 | value='Environmental tax deferral (energy tax)' | fill=FFE2F2FB | rows=[102] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C103 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[102] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D103 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[102] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E103 | value='Natural Gas' | fill=FFE2F2FB | rows=[102] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F103 | value='Total economy' | fill=FFE2F2FB | rows=[102] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B104 | value='Environmental tax deferral (energy tax)' | fill=FFE2F2FB | rows=[103] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C104 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[103] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D104 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[103] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E104 | value='Natural Gas' | fill=FFE2F2FB | rows=[103] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F104 | value='·  General government' | fill=FFE2F2FB | rows=[103] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B105 | value='Environmental tax deferral (energy tax)' | fill=FFE2F2FB | rows=[104] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C105 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[104] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D105 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[104] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E105 | value='Natural Gas' | fill=FFE2F2FB | rows=[104] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F105 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[104] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H105 | value='..' | fill=00000000 | rows=[104] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I105 | value='..' | fill=00000000 | rows=[104] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J105 | value='..' | fill=00000000 | rows=[104] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K105 | value='..' | fill=00000000 | rows=[104] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L105 | value='..' | fill=00000000 | rows=[104] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M105 | value='..' | fill=00000000 | rows=[104] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N105 | value='..' | fill=00000000 | rows=[104] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O105 | value='..' | fill=00000000 | rows=[104] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P105 | value='..' | fill=00000000 | rows=[104] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q105 | value='..' | fill=00000000 | rows=[104] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R105 | value='..' | fill=00000000 | rows=[104] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S105 | value='..' | fill=00000000 | rows=[104] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T105 | value='..' | fill=00000000 | rows=[104] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U105 | value='..' | fill=00000000 | rows=[104] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell B106 | value='Environmental tax deferral (energy tax)' | fill=FFE2F2FB | rows=[105] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C106 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[105] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D106 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[105] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E106 | value='End-use electricity' | fill=FFE2F2FB | rows=[105] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F106 | value='Total economy' | fill=FFE2F2FB | rows=[105] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B107 | value='Environmental tax deferral (energy tax)' | fill=FFE2F2FB | rows=[106] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C107 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[106] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D107 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[106] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E107 | value='End-use electricity' | fill=FFE2F2FB | rows=[106] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F107 | value='·  General government' | fill=FFE2F2FB | rows=[106] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B108 | value='Environmental tax deferral (energy tax)' | fill=FFE2F2FB | rows=[107] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C108 | value='·  ·  Consumer Support Estimate' | fill=FFE2F2FB | rows=[107] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D108 | value='Use of fossil fuels in the industrial sector' | fill=FFE2F2FB | rows=[107] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E108 | value='End-use electricity' | fill=FFE2F2FB | rows=[107] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F108 | value='·  ·  Central government' | fill=FFE2F2FB | rows=[107] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H108 | value='..' | fill=00000000 | rows=[107] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I108 | value='..' | fill=00000000 | rows=[107] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J108 | value='..' | fill=00000000 | rows=[107] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K108 | value='..' | fill=00000000 | rows=[107] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L108 | value='..' | fill=00000000 | rows=[107] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M108 | value='..' | fill=00000000 | rows=[107] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N108 | value='..' | fill=00000000 | rows=[107] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O108 | value='..' | fill=00000000 | rows=[107] | cols=[14] | col_header=False | row_header=False | metadata=False
