=== economy-table24.xlsx ===
Cell B1 | value='Africa's Development Dynamics (AfDD) - all tables, all indicators' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell AM21 | value='94.410643605' | fill=00000000 | rows=[20] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN21 | value='4570.146' | fill=00000000 | rows=[20] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO21 | value='80.556048121' | fill=00000000 | rows=[20] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP21 | value='827.616' | fill=00000000 | rows=[20] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ21 | value='14.588040365' | fill=00000000 | rows=[20] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR21 | value='63.201' | fill=00000000 | rows=[20] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS21 | value='1.1140175384' | fill=00000000 | rows=[20] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT21 | value='2565.164' | fill=00000000 | rows=[20] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU21 | value='45.215070727' | fill=00000000 | rows=[20] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV21 | value='2004.982' | fill=00000000 | rows=[20] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW21 | value='35.340977394' | fill=00000000 | rows=[20] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX21 | value='99.1' | fill=00000000 | rows=[20] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY21 | value='97.4' | fill=00000000 | rows=[20] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ21 | value='98.3' | fill=00000000 | rows=[20] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA21 | value='1.2968164288' | fill=00000000 | rows=[20] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB21 | value='4.2925399661' | fill=00000000 | rows=[20] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B22 | value='·  Central African Republic' | fill=FFE2F2FB | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D22 | value='5742.316' | fill=00000000 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E22 | value='2631.663604' | fill=00000000 | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F22 | value='5658.056817' | fill=00000000 | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G22 | value='1105.305102' | fill=00000000 | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='0.726613219' | fill=00000000 | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I22 | value='5.5794115' | fill=00000000 | rows=[21] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J22 | value='43' | fill=00000000 | rows=[21] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K22 | value='65.7' | fill=00000000 | rows=[21] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L22 | value='0.404' | fill=00000000 | rows=[21] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M22 | value='0.24' | fill=00000000 | rows=[21] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N22 | value='14.389708529' | fill=00000000 | rows=[21] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O22 | value='5742.316' | fill=00000000 | rows=[21] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P22 | value='2504.4537002' | fill=00000000 | rows=[21] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q22 | value='3237.8622998' | fill=00000000 | rows=[21] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R22 | value='988.97649833' | fill=00000000 | rows=[21] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S22 | value='1' | fill=00000000 | rows=[21] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T22 | value='1048.6845578' | fill=00000000 | rows=[21] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U22 | value='1' | fill=00000000 | rows=[21] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V22 | value='5.085283882' | fill=00000000 | rows=[21] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W22 | value='96.365699812' | fill=00000000 | rows=[21] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X22 | value='101.45098369' | fill=00000000 | rows=[21] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y22 | value='14.389708529' | fill=00000000 | rows=[21] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z22 | value='30.215194424' | fill=00000000 | rows=[21] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA22 | value='2.1488554476' | fill=00000000 | rows=[21] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB22 | value='28.70666' | fill=00000000 | rows=[21] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC22 | value='47.80493' | fill=00000000 | rows=[21] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD22 | value='38.26865' | fill=00000000 | rows=[21] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE22 | value='0.6005' | fill=00000000 | rows=[21] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF22 | value='25.75638' | fill=00000000 | rows=[21] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG22 | value='49.51459' | fill=00000000 | rows=[21] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH22 | value='37.39582' | fill=00000000 | rows=[21] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI22 | value='0.52018' | fill=00000000 | rows=[21] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ22 | value='63.385' | fill=00000000 | rows=[21] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK22 | value='77.914' | fill=00000000 | rows=[21] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL22 | value='70.578' | fill=00000000 | rows=[21] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AN22 | value='1759.786' | fill=00000000 | rows=[21] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO22 | value='88.795070871' | fill=00000000 | rows=[21] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP22 | value='127.282' | fill=00000000 | rows=[21] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ22 | value='6.4223798863' | fill=00000000 | rows=[21] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR22 | value='22.325' | fill=00000000 | rows=[21] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS22 | value='1.1264721717' | fill=00000000 | rows=[21] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT22 | value='975.527' | fill=00000000 | rows=[21] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU22 | value='49.223024334' | fill=00000000 | rows=[21] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV22 | value='784.259' | fill=00000000 | rows=[21] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW22 | value='39.572046536' | fill=00000000 | rows=[21] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell B23 | value='·  Cameroon' | fill=FFE2F2FB | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D23 | value='28647.293' | fill=00000000 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='48958.26555' | fill=00000000 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='132933.6175' | fill=00000000 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='4646.707847' | fill=00000000 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='3.9693380817' | fill=00000000 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='6.2522258494' | fill=00000000 | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J23 | value='42.2' | fill=00000000 | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K23 | value='23' | fill=00000000 | rows=[22] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L23 | value='0.576' | fill=00000000 | rows=[22] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M23 | value='0.393' | fill=00000000 | rows=[22] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N23 | value='59.849961279' | fill=00000000 | rows=[22] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O23 | value='28647.293' | fill=00000000 | rows=[22] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P23 | value='16992.141843' | fill=00000000 | rows=[22] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q23 | value='11655.151157' | fill=00000000 | rows=[22] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R23 | value='2641.9274222' | fill=00000000 | rows=[22] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S23 | value='5' | fill=00000000 | rows=[22] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T23 | value='8784.5435342' | fill=00000000 | rows=[22] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U23 | value='2' | fill=00000000 | rows=[22] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V23 | value='4.7861010586' | fill=00000000 | rows=[22] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W23 | value='75.732853332' | fill=00000000 | rows=[22] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X23 | value='80.518954391' | fill=00000000 | rows=[22] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y23 | value='59.849961279' | fill=00000000 | rows=[22] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z23 | value='84.376833692' | fill=00000000 | rows=[22] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA23 | value='24.092029924' | fill=00000000 | rows=[22] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB23 | value='82.41' | fill=00000000 | rows=[22] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC23 | value='87.72' | fill=00000000 | rows=[22] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD23 | value='85.08' | fill=00000000 | rows=[22] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE23 | value='0.93947' | fill=00000000 | rows=[22] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF23 | value='71.58627' | fill=00000000 | rows=[22] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG23 | value='82.62804' | fill=00000000 | rows=[22] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH23 | value='77.07104' | fill=00000000 | rows=[22] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI23 | value='0.86637' | fill=00000000 | rows=[22] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ23 | value='67.294' | fill=00000000 | rows=[22] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK23 | value='76.703' | fill=00000000 | rows=[22] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL23 | value='71.953' | fill=00000000 | rows=[22] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM23 | value='84.179258093' | fill=00000000 | rows=[22] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN23 | value='8017.101' | fill=00000000 | rows=[22] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO23 | value='69.57581073' | fill=00000000 | rows=[22] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP23 | value='2788.165' | fill=00000000 | rows=[22] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ23 | value='24.196881182' | fill=00000000 | rows=[22] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR23 | value='349.025' | fill=00000000 | rows=[22] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS23 | value='3.0289873285' | fill=00000000 | rows=[22] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT23 | value='6833.823' | fill=00000000 | rows=[22] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU23 | value='59.306821207' | fill=00000000 | rows=[22] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV23 | value='1183.278' | fill=00000000 | rows=[22] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW23 | value='10.268989522' | fill=00000000 | rows=[22] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX23 | value='91.7' | fill=00000000 | rows=[22] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY23 | value='82.8' | fill=00000000 | rows=[22] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ23 | value='87.1' | fill=00000000 | rows=[22] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA23 | value='2.6990245575' | fill=00000000 | rows=[22] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB23 | value='13.121732799' | fill=00000000 | rows=[22] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell B24 | value='·  Democratic Republic of the Congo' | fill=FFE2F2FB | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=False
